,m.ss.yi,m.ss.ch.nm,m.ta,m.th,m.res.1x2,m.res.bts,m.odds.f.1x2.f.v.med,m.odds.f.1x2.m.v.med,m.odds.f.1x2.u.v.med,m.odds.f.1x2.f.c,m.odds.f.1x2.m.c,m.odds.f.1x2.u.c,m.odds.f.bts.f.v.med,m.odds.f.bts.u.v.med,m.odds.f.bts.f.c,m.odds.f.bts.u.c,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med,m.odds.s.bts.y.t.med,m.odds.s.bts.n.t.med
19129,2008,Italy A,Lecce,Torino,h,n,1.8,3.1,5.0,h,d,a,,,,,0.5187,0.2959,0.1845,,
19130,2011,Spain A,Levante,Rayo Vallecano,a,y,2.1,3.25,3.5,h,d,a,,,,,0.4437,0.2872,0.2683,,
19131,2011,Spain A,Real Madrid,Santander,d,n,1.18,7.0,15.0,a,d,h,,,,,0.0626,0.1342,0.8018,,
19132,2008,Italy A,Inter,Sampdoria,d,y,1.9,3.1,4.4,a,d,h,,,,,0.2121,0.2985,0.491,,
19133,2011,Spain A,Barcelona,Valencia,d,y,1.43,4.5,7.2,a,d,h,,,,,0.1303,0.2079,0.6648,,
19134,2011,Spain A,Sevilla,Osasuna,d,n,2.5,2.77,3.3,a,h,d,,,,,0.3393,0.2831,0.3773,,
19135,2008,Italy A,Palermo,Udinese,h,y,2.04,3.0,3.765,h,d,a,,,,,0.4492,0.3052,0.2478,,
19136,2011,Spain A,Granada CF,Real Sociedad,h,n,1.95,3.5,3.75,h,d,a,,,,,0.4814,0.2692,0.2503,,
19137,2011,Spain A,Mallorca,Villarreal,h,n,1.69,3.64,5.0,h,d,a,,,,,0.562,0.2595,0.1836,,
19138,2011,Spain A,Betis,Ath Bilbao,a,y,1.98,3.35,3.8,h,d,a,,,,,0.4783,0.2788,0.2449,,
19139,2011,Spain A,Santander,Atl. Madrid,h,n,1.41,4.5,7.75,h,d,a,,,,,0.6679,0.2107,0.1209,,
19140,2011,Spain A,Rayo Vallecano,Getafe,a,n,1.91,3.4,4.0,h,d,a,,,,,0.4892,0.2748,0.2378,,
19141,2011,Spain A,Real Madrid,Levante,h,n,1.22,6.21,12.0,a,d,h,,,,,0.0789,0.151,0.7701,,
19142,2011,Spain A,Espanyol,Zaragoza,h,y,2.29,3.15,3.2,h,a,d,,,,,0.4094,0.2916,0.2976,,
19143,2011,Spain A,Osasuna,Barcelona,h,n,1.08,10.0,26.0,h,d,a,,,,,0.8699,0.094,0.0361,,
19144,2011,Spain A,Valencia,Gijon,a,n,2.15,3.3,3.3,a,d,h,,,,,0.2826,0.2857,0.4342,,
19145,2011,Spain A,Villarreal,Granada CF,h,n,2.6,2.7,3.25,a,h,d,,,,,0.3479,0.2904,0.3619,,
19146,2011,Spain A,Malaga,Mallorca,a,n,2.29,3.0,3.35,a,h,d,,,,,0.3112,0.2832,0.4056,,
19147,2011,Spain A,Real Sociedad,Sevilla,h,n,1.53,4.0,6.0,h,d,a,,,,,0.6167,0.2335,0.1514,,
19148,2011,Spain A,Granada CF,Malaga,h,n,1.45,4.2,7.44,h,d,a,,,,,0.6496,0.2234,0.1266,,
19149,2011,Spain A,Mallorca,Betis,h,n,1.75,3.5,4.7,h,d,a,,,,,0.5366,0.2663,0.2003,,
19150,2011,Spain A,Ath Bilbao,Espanyol,h,y,2.4,2.9,3.3,h,a,d,,,,,0.3914,0.2866,0.3213,,
19151,2011,Spain A,Gijon,Osasuna,h,y,1.95,3.35,3.85,h,d,a,,,,,0.4783,0.2817,0.2417,,
19152,2011,Spain A,Zaragoza,Rayo Vallecano,d,n,2.1,3.32,3.45,h,d,a,,,,,0.4472,0.2778,0.271,,
19153,2011,Spain A,Levante,Santander,d,n,2.15,3.25,3.3,h,a,d,,,,,0.4301,0.2854,0.2862,,
19154,2011,Spain A,Getafe,Real Madrid,h,y,1.08,10.0,23.0,h,d,a,,,,,0.8662,0.0935,0.0405,,
19155,2011,Spain A,Barcelona,Real Sociedad,d,y,1.18,6.73,13.5,a,d,h,,,,,0.0694,0.1421,0.7925,,
19156,2011,Spain A,Atl. Madrid,Valencia,h,n,1.9,3.6,3.95,h,d,a,,,,,0.498,0.2624,0.2401,,
19157,2011,Spain A,Sevilla,Villarreal,d,y,2.2,3.2,3.39,h,a,d,,,,,0.4229,0.2788,0.2945,,
19158,2011,Spain A,Villarreal,Barcelona,h,n,1.17,7.0,15.0,h,d,a,,,,,0.8038,0.1302,0.062,,
19159,2011,Spain A,Rayo Vallecano,Ath Bilbao,d,y,1.57,3.8,6.0,h,d,a,,,,,0.599,0.2461,0.1557,,
19160,2011,Spain A,Osasuna,Atl. Madrid,d,n,1.67,3.6,5.4,h,d,a,,,,,0.5562,0.2634,0.1787,,
19161,2011,Spain A,Levante,Getafe,d,y,1.9,3.4,4.0,h,d,a,,,,,0.4917,0.2778,0.2336,,
19162,2011,Spain A,Espanyol,Mallorca,h,n,2.1,3.3,3.6,h,d,a,,,,,0.4505,0.2833,0.2656,,
19163,2011,Spain A,Malaga,Sevilla,h,y,2.15,3.32,3.35,h,a,d,,,,,0.4377,0.2785,0.2829,,
19164,2011,Spain A,Real Madrid,Zaragoza,a,n,1.27,5.5,10.0,a,d,h,,,,,0.0924,0.1702,0.7413,,
19165,2011,Spain A,Real Sociedad,Gijon,a,y,2.0,3.3,3.75,h,d,a,,,,,0.4694,0.2802,0.2493,,
19166,2011,Spain A,Betis,Granada CF,a,n,2.54,2.75,3.3,h,a,d,,,,,0.3673,0.2871,0.3444,,
19167,2011,Spain A,Santander,Valencia,h,y,1.37,4.59,8.5,h,d,a,,,,,0.6882,0.1995,0.1121,,
19168,2015,Spain A,Getafe,Betis,h,y,2.05,3.4,3.675,a,h,d,1.55,2.3,y,n,0.2828,0.258,0.4592,0.5974,0.4026
19169,2015,Spain A,Eibar,Espanyol,h,y,1.95,3.5,3.9,h,d,a,1.67,2.1,y,n,0.4897,0.2677,0.2442,0.557,0.44299999999999995
19170,2015,Spain A,Villarreal,Gijon,h,n,1.485,4.5,6.25,h,d,a,1.83,1.91,n,y,0.6375,0.2096,0.1512,0.4865,0.5135
19171,2015,Spain A,Las Palmas,Malaga,h,y,1.65,3.9,5.25,h,d,a,1.7,2.05,y,n,0.5763,0.2409,0.1822,0.5467,0.4533
19172,2015,Spain A,Levante,Rayo Vallecano,h,y,1.34,5.6,7.275,h,d,a,1.5,2.5,y,n,0.7020000000000001,0.1689,0.1307,0.625,0.375
19173,2015,Spain A,Sevilla,Ath Bilbao,h,y,1.345,5.5,8.25,h,d,a,1.71,2.05,y,n,0.7108,0.1728,0.1149,0.5409,0.4591
19174,2015,Spain A,Celta Vigo,Atl. Madrid,h,n,1.57,4.1,6.0,h,d,a,1.8,1.95,n,y,0.6096,0.2311,0.1582,0.4797,0.5203
19175,2015,Spain A,Real Madrid,Dep. La Coruna,a,n,1.18,8.0,13.0,a,d,h,1.61,2.2,y,n,0.0735,0.1207,0.8062,0.5759,0.4241
19176,2015,Spain A,Barcelona,Granada CF,a,n,1.09,11.5,26.0,a,d,h,1.7,2.05,n,y,0.037000000000000005,0.0835,0.8802,0.4533,0.5467
19177,2015,Spain A,Real Sociedad,Valencia,a,n,2.05,3.5,3.6,h,a,d,1.5,2.5,y,n,0.4692,0.2621,0.2715,0.625,0.375
19178,2015,Spain A,Espanyol,Barcelona,h,n,1.05,17.0,34.0,h,d,a,1.86,1.875,n,y,0.9124,0.057,0.0283,0.5,0.5
19179,2015,Spain A,Malaga,Celta Vigo,h,n,1.62,4.1,5.175,h,d,a,1.62,2.2,y,n,0.5868,0.23199999999999998,0.1837,0.5759,0.4241
19180,2015,Spain A,Betis,Eibar,d,y,2.15,3.4,3.425,h,d,a,1.66,2.1,y,n,0.4404,0.27899999999999997,0.2763,0.5584,0.4416
19181,2015,Spain A,Gijon,Getafe,d,y,2.0,3.525,3.62,h,d,a,1.75,1.95,y,n,0.4701,0.2689,0.2599,0.5263,0.4737
19182,2015,Spain A,Ath Bilbao,Las Palmas,d,n,1.91,3.7,3.9,a,d,h,1.65,2.15,y,n,0.2433,0.2568,0.4995,0.5658,0.4342
19183,2015,Spain A,Atl. Madrid,Levante,h,y,1.245,5.55,15.0,a,d,h,1.36,2.9,n,y,0.063,0.1714,0.7662,0.3176,0.6824
19184,2015,Spain A,Valencia,Real Madrid,h,y,1.18,8.0,12.5,h,d,a,1.59,2.25,y,n,0.8059999999999999,0.11900000000000001,0.0754,0.589,0.41100000000000003
19185,2015,Spain A,Rayo Vallecano,Real Sociedad,h,y,2.5,2.685,3.5,a,h,d,1.5,2.43,y,n,0.3549,0.2669,0.3766,0.6203,0.3797
19186,2015,Spain A,Granada CF,Sevilla,a,y,2.15,3.0,3.9,a,h,d,1.48,2.5,y,n,0.3181,0.2411,0.4397,0.6269,0.3731
19187,2015,Spain A,Dep. La Coruna,Villarreal,a,n,2.45,3.025,3.2,h,a,d,1.79,1.95,y,n,0.3873,0.29600000000000004,0.3151,0.5263,0.4737
19188,2015,Spain A,Levante,Malaga,h,y,1.85,3.5,4.4,h,d,a,1.8,1.95,y,n,0.5131,0.2697,0.2196,0.52,0.48
19189,2015,Spain A,Celta Vigo,Ath Bilbao,h,y,1.88,3.6,4.0,h,d,a,1.67,2.1,y,n,0.5033,0.2606,0.2354,0.557,0.44299999999999995
19190,2015,Spain A,Getafe,Dep. La Coruna,a,n,2.05,3.6,3.6,h,a,d,1.65,2.15,y,n,0.4665,0.2642,0.2691,0.56,0.44
19191,2015,Spain A,Sevilla,Espanyol,h,n,1.95,3.6,3.9,h,d,a,1.65,2.15,y,n,0.4946,0.262,0.242,0.5658,0.4342
19192,2015,Spain A,Villarreal,Valencia,a,n,1.95,3.5,4.0,h,d,a,1.8,1.95,y,n,0.4933,0.2717,0.2378,0.52,0.48
19193,2015,Spain A,Rayo Vallecano,Atl. Madrid,h,n,1.33,5.25,9.5,h,d,a,1.8,1.95,n,y,0.7147,0.1832,0.1016,0.4852,0.5148
19194,2015,Spain A,Barcelona,Betis,a,n,1.1,10.0,25.0,a,d,h,1.78,1.95,n,y,0.0384,0.0961,0.8655,0.473,0.527
19195,2015,Spain A,Las Palmas,Granada CF,h,y,1.57,4.05,5.75,h,d,a,1.8,1.93,n,y,0.6027,0.2337,0.1638,0.4852,0.5148
19196,2015,Spain A,Real Madrid,Real Sociedad,a,n,1.69,4.0,4.75,a,d,h,1.65,2.15,y,n,0.1997,0.2379,0.5618,0.56,0.44
19197,2015,Spain A,Eibar,Gijon,h,n,1.62,3.9,5.5,h,d,a,1.85,1.9,y,n,0.5851,0.2411,0.1718,0.5068,0.4932
19198,2015,Spain A,Granada CF,Celta Vigo,h,y,1.6,4.1,5.65,h,d,a,1.76,1.95,y,n,0.6021,0.2296,0.1677,0.523,0.47700000000000004
19199,2015,Spain A,Valencia,Getafe,d,y,2.25,3.1,3.5,a,h,d,1.57,2.25,y,n,0.306,0.2688,0.4255,0.589,0.41100000000000003
19200,2015,Spain A,Ath Bilbao,Levante,d,y,2.1,3.4,3.5,a,h,d,1.8,1.95,y,n,0.2763,0.2739,0.4474,0.52,0.48
19201,2015,Spain A,Betis,Sevilla,h,n,1.47,4.6,6.5,h,d,a,1.65,2.15,y,n,0.6483,0.2064,0.1443,0.5658,0.4342
19202,2015,Spain A,Real Sociedad,Villarreal,d,n,1.75,3.6,4.8,h,d,a,1.83,1.94,n,y,0.5405,0.2619,0.1964,0.4841,0.5159
19203,2015,Spain A,Malaga,Atl. Madrid,h,n,1.28,5.5,13.0,h,d,a,1.44,2.64,n,y,0.7493,0.1764,0.0746,0.3505,0.6495
19204,2015,Spain A,Gijon,Barcelona,h,n,1.04,20.0,35.0,h,d,a,1.605,2.25,n,y,0.9237,0.048,0.0273,0.4171,0.5829
19205,2015,Spain A,Dep. La Coruna,Eibar,d,y,2.3,3.15,3.3,h,a,d,1.75,2.0,y,n,0.4083,0.2885,0.3017,0.5333,0.4667
19206,2015,Spain A,Real Madrid,Rayo Vallecano,a,y,1.32,6.0,8.0,a,d,h,1.5,2.44,y,n,0.1198,0.1597,0.7181,0.6203,0.3797
19207,2015,Spain A,Espanyol,Las Palmas,h,n,2.35,3.1,3.3,h,a,d,1.8,1.95,y,n,0.40299999999999997,0.2911,0.3044,0.5205,0.4795
19208,2015,Spain A,Levante,Granada CF,h,y,2.2,3.3,3.45,h,d,a,1.83,1.88,n,y,0.4376,0.2874,0.2751,0.4905,0.5095
19209,2015,Spain A,Getafe,Real Sociedad,a,y,1.67,3.97,5.0,h,d,a,1.73,2.02,y,n,0.5666,0.2408,0.1894,0.5423,0.4577
19210,2015,Spain A,Atl. Madrid,Ath Bilbao,a,n,1.95,3.3,4.4,a,d,h,1.6,2.25,n,y,0.2147,0.2933,0.4911,0.4156,0.5844
19211,2015,Spain A,Barcelona,Dep. La Coruna,a,n,1.2,7.5,14.0,a,d,h,1.8,1.91,y,n,0.0688,0.1273,0.8028,0.5148,0.4852
19212,2015,Spain A,Sevilla,Gijon,h,y,2.5,2.75,3.4,a,h,d,1.6,2.2,y,n,0.3479,0.2763,0.3746,0.5789,0.4211
19213,2015,Spain A,Rayo Vallecano,Malaga,d,y,2.0,3.55,3.7,h,d,a,1.65,2.15,y,n,0.4735,0.2668,0.2591,0.5642,0.4358
19214,2015,Spain A,Villarreal,Real Madrid,h,n,1.22,7.0,11.5,h,d,a,1.71,2.05,y,n,0.7798,0.1366,0.0823,0.5405,0.4595
19215,2015,Spain A,Eibar,Valencia,h,n,1.61,4.0,5.5,h,d,a,1.75,2.0,y,n,0.5901,0.2363,0.17300000000000001,0.5333,0.4667
19216,2015,Spain A,Las Palmas,Betis,h,n,2.05,3.45,3.7,h,d,a,1.73,2.01,y,n,0.4659,0.2748,0.26,0.5395,0.4605
19217,2015,Spain A,Celta Vigo,Espanyol,d,y,2.5,2.85,3.3,h,a,d,1.65,2.15,y,n,0.3783,0.2852,0.3344,0.5685,0.4315
19218,2015,Spain A,Granada CF,Atl. Madrid,h,n,1.25,5.5,14.5,h,d,a,1.53,2.38,n,y,0.7613,0.1702,0.0656,0.3913,0.6087
19219,2015,Spain A,Valencia,Barcelona,a,y,1.12,10.0,18.0,h,d,a,1.8,1.95,y,n,0.8489,0.0969,0.0532,0.52,0.48
19220,2015,Spain A,Ath Bilbao,Malaga,a,n,2.3,3.15,3.4,h,d,a,1.67,2.1,n,y,0.4177,0.304,0.2797,0.4416,0.5584
19221,2015,Spain A,Villarreal,Rayo Vallecano,h,y,2.6,2.7,3.4,h,a,d,1.6,2.25,y,n,0.3656,0.2804,0.3519,0.5844,0.4156
19222,2015,Spain A,Dep. La Coruna,Sevilla,d,y,1.46,4.51,6.5,h,d,a,1.67,2.1,y,n,0.6497,0.2057,0.1437,0.5541,0.4459
19223,2015,Spain A,Betis,Celta Vigo,d,y,1.53,4.3,6.0,h,d,a,1.79,1.95,y,n,0.6192,0.2215,0.1575,0.5263,0.4737
19224,2015,Spain A,Real Sociedad,Eibar,h,y,2.7,2.75,3.2,a,h,d,1.75,1.95,y,n,0.35,0.3,0.3527,0.527,0.473
19225,2015,Spain A,Real Madrid,Getafe,a,y,1.2,7.0,13.0,a,d,h,1.8,1.95,y,n,0.073,0.1357,0.7918,0.5148,0.4852
19226,2015,Spain A,Gijon,Las Palmas,d,y,1.9,3.5,4.15,h,d,a,1.85,1.85,y,n,0.4999,0.2719,0.226,0.5,0.5
19227,2015,Spain A,Espanyol,Levante,h,y,2.3,3.2,3.3,h,a,d,1.81,1.91,y,n,0.4108,0.2892,0.3001,0.5132,0.4868
19228,2015,Spain A,Las Palmas,Dep. La Coruna,a,y,2.05,3.4,3.8,h,d,a,1.75,1.95,y,n,0.4678,0.2808,0.2497,0.527,0.473
19229,2015,Spain A,Rayo Vallecano,Ath Bilbao,h,n,1.53,4.45,5.75,h,d,a,1.63,2.15,y,n,0.6218,0.2134,0.1657,0.5685,0.4315
19230,2015,Spain A,Celta Vigo,Gijon,a,n,2.505,2.8,3.4,a,h,d,1.67,2.1,y,n,0.3383,0.2825,0.3781,0.555,0.445
19231,2015,Spain A,Sevilla,Valencia,h,y,2.3,3.0,3.5,h,a,d,1.56,2.25,y,n,0.4179,0.2687,0.3134,0.5916,0.4084
19232,2015,Spain A,Getafe,Villarreal,h,n,1.5,4.25,6.6,h,d,a,1.8,1.95,n,y,0.6324,0.2233,0.1432,0.48,0.52
19233,2015,Spain A,Levante,Betis,h,n,1.85,3.5,4.3,h,d,a,1.8,1.95,y,n,0.5145,0.2676,0.2202,0.5205,0.4795
19234,2015,Spain A,Atl. Madrid,Espanyol,a,y,1.75,3.5,5.25,a,d,h,1.65,2.15,n,y,0.1818,0.2733,0.5437,0.4342,0.5658
19235,2015,Spain A,Eibar,Real Madrid,h,n,1.17,7.5,15.0,h,d,a,1.71,2.05,y,n,0.8067,0.1261,0.0637,0.5467,0.4533
19236,2015,Spain A,Barcelona,Real Sociedad,h,n,1.54,4.33,5.9,a,d,h,1.65,2.1,y,n,0.1617,0.2199,0.617,0.56,0.44
19237,2015,Spain A,Malaga,Granada CF,d,n,2.3,3.2,3.3,h,d,a,1.75,2.0,n,y,0.4177,0.2948,0.2885,0.4667,0.5333
19238,2015,Spain A,Gijon,Levante,d,n,2.15,3.35,3.45,h,d,a,1.78,1.95,y,n,0.4416,0.284,0.2744,0.5205,0.4795
19239,2015,Spain A,Granada CF,Ath Bilbao,d,y,1.41,4.5,8.0,h,d,a,1.71,2.05,n,y,0.6697,0.2131,0.1178,0.4533,0.5467
19240,2015,Spain A,Villarreal,Eibar,a,y,2.5,3.0,3.2,a,h,d,1.85,1.85,n,y,0.3166,0.2999,0.3835,0.5,0.5
19241,2015,Spain A,Espanyol,Malaga,d,y,1.85,3.45,4.5,h,d,a,1.83,1.91,n,y,0.5113,0.2763,0.2119,0.4865,0.5135
19242,2015,Spain A,Real Sociedad,Sevilla,a,y,1.56,4.3,5.6,h,d,a,1.65,2.15,y,n,0.606,0.2232,0.1712,0.5676,0.4324
19243,2015,Spain A,Betis,Atl. Madrid,h,y,1.31,5.0,10.8,h,d,a,1.55,2.3,n,y,0.7226,0.1894,0.0885,0.4026,0.5974
19244,2015,Spain A,Real Madrid,Barcelona,a,y,1.53,4.8,5.5,h,d,a,1.39,2.8,y,n,0.6312,0.1949,0.1732,0.6715,0.3285
19245,2015,Spain A,Dep. La Coruna,Celta Vigo,d,y,1.74,3.8,4.7,h,d,a,1.73,2.0,y,n,0.5458,0.2513,0.2027,0.5342,0.4658
19246,2015,Spain A,Valencia,Las Palmas,h,y,2.38,3.0,3.3,h,a,d,1.75,2.0,y,n,0.4,0.2868,0.3122,0.5333,0.4667
19247,2015,Spain A,Getafe,Rayo Vallecano,h,n,1.95,3.6,3.8,h,d,a,1.65,2.1,y,n,0.4878,0.2636,0.2485,0.56,0.44
19248,2015,Spain A,Ath Bilbao,Espanyol,h,y,2.45,2.94,3.25,a,h,d,1.85,1.9,y,n,0.3236,0.2914,0.3873,0.5054,0.4946
19249,2015,Spain A,Sevilla,Real Madrid,h,n,1.33,5.95,8.0,h,d,a,1.44,2.65,y,n,0.7171,0.1619,0.1184,0.65,0.35
19250,2015,Spain A,Celta Vigo,Valencia,a,n,2.15,3.4,3.4,h,a,d,1.7,2.05,y,n,0.4416,0.2785,0.2792,0.5467,0.4533
19251,2015,Spain A,Barcelona,Villarreal,d,y,1.4,4.8,8.0,a,d,h,1.83,1.91,y,n,0.1193,0.1983,0.6849,0.5109,0.4891
19252,2015,Spain A,Malaga,Betis,a,n,2.6,2.9,3.1,h,a,d,1.8,1.95,n,y,0.3686,0.3038,0.3307,0.48,0.52
19253,2015,Spain A,Levante,Dep. La Coruna,h,y,1.92,3.5,4.15,h,d,a,1.73,2.0,y,n,0.4985,0.2721,0.2318,0.5362,0.4638
19254,2015,Spain A,Atl. Madrid,Gijon,h,y,1.51,3.8,7.75,a,d,h,1.5,2.45,n,y,0.1219,0.2516,0.6269,0.3797,0.6203
19255,2015,Spain A,Rayo Vallecano,Granada CF,d,y,2.1,3.4,3.5,h,a,d,1.65,2.15,y,n,0.4543,0.2687,0.2762,0.5676,0.4324
19256,2015,Spain A,Las Palmas,Real Sociedad,a,n,1.7,3.75,5.25,h,d,a,1.8,1.95,y,n,0.5603,0.2546,0.1828,0.52,0.48
19257,2015,Spain A,Eibar,Getafe,d,y,2.1,3.25,3.7,h,d,a,1.8,1.95,n,y,0.4533,0.29100000000000004,0.2543,0.48,0.52
19258,2015,Spain A,Espanyol,Granada CF,d,y,2.15,3.3,3.7,h,d,a,1.83,1.9,n,y,0.4485,0.2914,0.2597,0.4906,0.5094
19259,2015,Spain A,Betis,Ath Bilbao,h,y,1.55,4.0,6.25,h,d,a,1.75,2.0,n,y,0.6076,0.2373,0.1514,0.4695,0.5305
19260,2015,Spain A,Real Madrid,Las Palmas,a,y,1.39,5.25,7.5,a,d,h,1.55,2.25,y,n,0.1269,0.1813,0.687,0.5921,0.4079
19261,2015,Spain A,Valencia,Levante,h,n,2.38,3.1,3.3,a,h,d,1.73,2.0,y,n,0.312,0.2874,0.4032,0.5391,0.4609
19262,2015,Spain A,Villarreal,Sevilla,h,y,1.74,3.6,5.0,h,d,a,1.85,1.85,n,y,0.5478,0.2629,0.1902,0.5,0.5
19263,2015,Spain A,Dep. La Coruna,Atl. Madrid,h,n,1.22,6.0,17.0,h,d,a,1.36,2.9,n,y,0.7789,0.1612,0.0566,0.3182,0.6818
19264,2015,Spain A,Getafe,Barcelona,h,n,1.06,15.0,30.0,h,d,a,1.65,2.15,n,y,0.9073,0.0633,0.0315,0.4324,0.5676
19265,2015,Spain A,Real Sociedad,Celta Vigo,h,n,2.05,3.5,3.6,h,d,a,1.7,2.05,y,n,0.4635,0.2733,0.2617,0.5467,0.4533
19266,2015,Spain A,Eibar,Rayo Vallecano,d,y,2.03,3.5,3.6,h,d,a,1.66,2.1,y,n,0.4665,0.2687,0.2609,0.557,0.44299999999999995
19267,2015,Spain A,Gijon,Malaga,h,n,1.65,3.75,5.75,h,d,a,1.73,2.0,n,y,0.5785,0.2538,0.1641,0.4636,0.5364
19268,2015,Spain A,Rayo Vallecano,Espanyol,h,y,1.85,3.75,4.15,h,d,a,1.6,2.25,y,n,0.5171,0.2532,0.2314,0.5799,0.4201
19269,2015,Spain A,Granada CF,Betis,h,n,2.05,3.4,3.75,h,d,a,1.82,1.9,y,n,0.46299999999999997,0.2818,0.2539,0.5132,0.4868
19270,2015,Spain A,Barcelona,Eibar,a,n,1.25,6.0,11.0,a,d,h,1.85,1.9,n,y,0.0847,0.1592,0.7591,0.4933,0.5067
19271,2015,Spain A,Ath Bilbao,Gijon,a,n,1.77,3.6,4.8,a,d,h,1.83,1.9,n,y,0.19699999999999998,0.2648,0.5403,0.4932,0.5068
19272,2015,Spain A,Levante,Real Sociedad,d,y,1.57,4.0,6.0,h,d,a,1.85,1.85,n,y,0.6043,0.2374,0.156,0.5,0.5
19273,2015,Spain A,Atl. Madrid,Valencia,a,y,2.0,3.25,4.1,a,d,h,1.67,2.1,n,y,0.2318,0.29600000000000004,0.47200000000000003,0.4416,0.5584
19274,2015,Spain A,Malaga,Dep. La Coruna,d,y,2.43,3.1,3.15,h,a,d,1.75,2.0,n,y,0.3946,0.3025,0.3025,0.469,0.531
19275,2015,Spain A,Sevilla,Getafe,d,y,1.85,3.7,4.2,a,d,h,1.67,2.1,y,n,0.2265,0.2576,0.513,0.557,0.44299999999999995
19276,2015,Spain A,Celta Vigo,Real Madrid,h,y,1.34,5.5,8.0,h,d,a,1.515,2.365,y,n,0.7099,0.1712,0.1187,0.6081,0.3919
19277,2015,Spain A,Las Palmas,Villarreal,a,n,1.53,4.0,6.75,h,d,a,1.67,2.1,n,y,0.6242,0.23600000000000002,0.1402,0.44,0.56
19278,2015,Spain A,Betis,Espanyol,a,n,2.1,3.3,3.6,h,d,a,1.8,1.9,y,n,0.4495,0.2909,0.258,0.5107,0.4893
19279,2015,Spain A,Gijon,Granada CF,h,n,1.9,3.4,4.4,h,d,a,1.85,1.85,y,n,0.5073,0.27699999999999997,0.2154,0.5,0.5
19280,2015,Spain A,Barcelona,Rayo Vallecano,a,y,1.17,8.0,15.0,a,d,h,1.61,2.2,y,n,0.0632,0.1195,0.8131,0.5759,0.4241
19281,2015,Spain A,Dep. La Coruna,Ath Bilbao,h,y,1.44,4.36,8.0,h,d,a,1.73,2.05,n,y,0.6634,0.2181,0.11900000000000001,0.4605,0.5395
19282,2015,Spain A,Villarreal,Celta Vigo,d,n,2.1,3.3,3.7,h,d,a,1.85,1.9,y,n,0.4544,0.2882,0.2597,0.5,0.5
19283,2015,Spain A,Real Madrid,Levante,a,y,1.48,4.53,6.6,a,d,h,1.62,2.16,y,n,0.1433,0.2101,0.6439,0.5733,0.4267
19284,2015,Spain A,Valencia,Malaga,a,y,2.0,3.4,3.9,h,d,a,1.85,1.9,y,n,0.4823,0.2783,0.2414,0.5068,0.4932
19285,2015,Spain A,Eibar,Sevilla,h,n,1.42,4.725,7.355,h,d,a,1.8,1.95,y,n,0.6675,0.2018,0.1282,0.5263,0.4737
19286,2015,Spain A,Real Sociedad,Atl. Madrid,h,n,1.4,4.35,9.5,h,d,a,1.5,2.5,n,y,0.6902,0.2167,0.0976,0.3719,0.6281
19287,2015,Spain A,Getafe,Las Palmas,h,n,2.0,3.4,3.925,h,d,a,1.85,1.86,n,y,0.4778,0.2798,0.2414,0.5,0.5
19288,2015,Spain A,Sevilla,Barcelona,h,y,1.2,7.7,13.0,h,d,a,1.6,2.25,y,n,0.7963,0.1249,0.0733,0.5829,0.4171
19289,2015,Spain A,Granada CF,Dep. La Coruna,a,n,1.8,3.5,4.7,h,d,a,1.83,1.95,n,y,0.5282,0.26899999999999996,0.2035,0.4868,0.5132
19290,2015,Spain A,Ath Bilbao,Valencia,a,n,2.1,3.4,3.6,h,d,a,1.83,1.9,y,n,0.4533,0.2836,0.2599,0.5094,0.4906
19291,2015,Spain A,Levante,Villarreal,h,n,1.75,3.55,5.25,h,d,a,1.72,2.05,n,y,0.55,0.2681,0.1803,0.4605,0.5395
19292,2015,Spain A,Rayo Vallecano,Betis,d,y,2.25,3.25,3.4,h,a,d,1.65,2.1,y,n,0.4267,0.2784,0.2933,0.56,0.44
19293,2015,Spain A,Celta Vigo,Getafe,a,n,2.45,2.9,3.3,a,h,d,1.74,2.0,y,n,0.3255,0.2876,0.3859,0.5347,0.4653
19294,2015,Spain A,Espanyol,Gijon,a,y,2.3,3.2,3.22,h,a,d,1.8,1.95,y,n,0.4102,0.2929,0.2978,0.5149,0.4851
19295,2015,Spain A,Atl. Madrid,Real Madrid,a,n,1.95,3.4,4.2,h,d,a,1.825,1.9,y,n,0.4905,0.2783,0.2278,0.5074,0.4926
19296,2015,Spain A,Malaga,Real Sociedad,d,y,2.1,3.25,3.85,h,d,a,1.75,2.0,n,y,0.4573,0.2944,0.2437,0.4667,0.5333
19297,2015,Spain A,Las Palmas,Eibar,a,n,1.75,3.6,4.75,h,d,a,1.76,1.95,y,n,0.5394,0.2604,0.2024,0.527,0.473
19298,2015,Spain A,Real Sociedad,Ath Bilbao,a,n,1.75,3.6,5.0,h,d,a,1.84,1.9,n,y,0.5447,0.2647,0.1886,0.4927,0.5073
19299,2015,Spain A,Villarreal,Atl. Madrid,d,n,1.45,4.0,8.5,h,d,a,1.46,2.555,n,y,0.6536,0.2354,0.1103,0.36200000000000004,0.638
19300,2015,Spain A,Valencia,Granada CF,a,y,2.465,2.95,3.25,a,h,d,1.8,1.93,y,n,0.3216,0.2924,0.3842,0.5135,0.4865
