,m.ss.yi,m.ss.ch.nm,m.ta,m.th,m.res.1x2,m.res.bts,m.odds.f.1x2.f.v.med,m.odds.f.1x2.m.v.med,m.odds.f.1x2.u.v.med,m.odds.f.1x2.f.c,m.odds.f.1x2.m.c,m.odds.f.1x2.u.c,m.odds.f.bts.f.v.med,m.odds.f.bts.u.v.med,m.odds.f.bts.f.c,m.odds.f.bts.u.c,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med,m.odds.s.bts.y.t.med,m.odds.s.bts.n.t.med
1781,2011,Brazil B,Icasa,ASA,h,y,1.9,3.25,3.6,h,d,a,,,,,0.4786,0.2758,0.2477,,
1782,2006,Brazil A,Corinthians,Vasco,a,y,2.45,2.525,3.2,a,h,d,,,,,0.3566,0.2789,0.3645,,
1783,2008,England A,Newcastle,Sunderland,h,y,2.2,3.25,3.25,h,d,a,,,,,0.4295,0.2894,0.2815,,
1784,2015,Brazil B,America MG,Nautico,h,y,2.1,3.07,3.3,h,d,a,1.71,2.0,n,y,0.4292,0.2996,0.2722,0.4586,0.5414
1785,2006,Brazil A,Goias,Atletico-PR,a,y,1.91,3.25,3.45,h,d,a,,,,,0.4683,0.2745,0.2579,,
1786,2011,Brazil B,Guaratingueta,Barueri,a,n,2.2,2.93,3.2,h,a,d,,,,,0.4119,0.281,0.3072,,
1787,2007,Brazil B,Avai,CRB,h,y,,,,,,,,,,,,,,,
1788,2012,England A,Fulham,Everton,h,n,1.5,4.2,7.1,h,d,a,1.735,1.955,y,n,0.6427,0.2224,0.1334,0.5319,0.4681
1789,2010,Brazil A,Flamengo RJ,Vitoria,d,y,2.29,2.85,3.2,h,a,d,,,,,0.4004,0.2814,0.3179,,
1790,2015,Brazil B,Atletico GO,Vitoria,h,y,1.6,3.69,5.0,h,d,a,1.78,1.91,n,y,0.5678,0.2492,0.1812,0.4852,0.5148
1791,2007,Brazil B,Gama,Remo,d,y,,,,,,,,,,,,,,,
1792,2011,Brazil B,Goias,Boa,h,n,1.855,3.26,3.725,h,d,a,,,,,0.4846,0.2755,0.2428,,
1793,2008,England A,Hull City,West Brom,a,n,2.21,3.21,3.3,h,a,d,,,,,0.4219,0.2861,0.2924,,
1794,2006,Brazil A,Parana,Fortaleza,d,y,1.725,3.32,4.2,h,d,a,,,,,0.5171,0.26899999999999996,0.2118,,
1795,2012,England A,West Ham,Manchester City,h,y,1.25,6.2,12.75,h,d,a,1.85,1.85,n,y,0.7746,0.153,0.075,0.5,0.5
1796,2007,Brazil B,Portuguesa,Sao Caetano,a,y,,,,,,,,,,,,,,,
1797,2015,Brazil B,Bragantino,ABC,d,y,1.48,3.7,6.5,h,d,a,1.52,2.3,n,y,0.6088,0.2465,0.1415,0.4008,0.5992
1798,2010,Brazil A,Vasco,Atletico-MG,h,y,1.735,3.4,4.45,h,d,a,,,,,0.5253,0.2652,0.2067,,
1799,2008,England A,Manchester City,Newcastle,d,y,2.25,3.175,3.3,a,h,d,,,,,0.299,0.2859,0.4165,,
1800,2006,Brazil A,Figueirense,Internacional,a,y,1.4,3.75,6.5,h,d,a,,,,,0.6356,0.2351,0.1356,,
1801,2007,Brazil B,Marilia,Bahia,h,y,,,,,,,,,,,,,,,
1802,2011,Brazil B,Criciuma,Bragantino,d,y,1.73,3.4,4.335,h,d,a,,,,,0.524,0.2673,0.2086,,
1803,2010,Brazil A,Barueri,Avai,h,y,1.8,3.5,4.09,h,d,a,,,,,0.5032,0.2658,0.2247,,
1804,2012,England A,Liverpool,Newcastle,a,n,2.35,3.05,3.4,a,h,d,1.62,2.15,y,n,0.311,0.2822,0.4065,0.5703,0.4297
1805,2015,Brazil B,Sampaio Correa,America MG,h,n,1.62,3.56,4.8,h,d,a,1.76,1.93,n,y,0.5586,0.2553,0.1888,0.4776,0.5224
1806,2007,Brazil B,Fortaleza,Criciuma,h,n,,,,,,,,,,,,,,,
1807,2008,England A,West Ham,Hull City,h,n,2.35,3.0,3.25,h,a,d,,,,,0.3959,0.2899,0.3141,,
1808,2006,Brazil A,Sao Caetano,Sao Paulo,h,n,1.45,3.75,6.0,h,d,a,,,,,0.6151,0.2392,0.1478,,
1809,2010,Brazil A,Fluminense,Ceara,h,n,2.425,2.675,3.2,h,a,d,,,,,0.375,0.2823,0.3428,,
1810,2012,England A,West Brom,Southampton,a,n,1.75,3.75,4.8,h,d,a,1.62,2.07,y,n,0.5486,0.2534,0.1966,0.562,0.43799999999999994
1811,2015,Brazil B,Luverdense,Atletico GO,a,n,1.68,3.48,4.7,h,d,a,1.67,2.03,n,y,0.54,0.262,0.1943,0.4505,0.5495
1812,2008,England A,Tottenham,Stoke,h,y,2.1,3.25,3.4,a,d,h,,,,,0.2716,0.2857,0.4399,,
1813,2010,Brazil A,Atletico-PR,Corinthians,h,y,1.6,3.5,5.25,h,d,a,,,,,0.5669,0.2539,0.1717,,
1814,2007,Brazil B,Santa Cruz,Paulista,d,y,,,,,,,,,,,,,,,
1815,2012,England A,Norwich,Stoke,h,n,2.1,3.1,3.9,h,d,a,1.715,2.04,n,y,0.45399999999999996,0.3048,0.2433,0.4502,0.5498
1816,2006,Brazil A,Fluminense,Figueirense,h,n,2.1,3.0,3.2,h,a,d,,,,,0.4264,0.2774,0.29600000000000004,,
1817,2008,England A,Everton,Arsenal,h,y,1.36,4.5,9.0,h,d,a,,,,,0.6895,0.2073,0.1039,,
1818,2011,Brazil B,Duque de Caxias,Nautico,d,y,1.29,4.645,9.0,h,d,a,,,,,0.7016,0.1948,0.1022,,
1819,2015,Brazil B,Oeste,CRB,h,n,1.85,3.25,3.9,h,d,a,1.8,1.87,n,y,0.4881,0.2794,0.2374,0.4871,0.5129
1820,2007,Brazil B,Betim,Brasiliense,h,n,,,,,,,,,,,,,,,
1821,2010,Brazil A,Sao Paulo,Flamengo RJ,d,y,2.1,3.15,3.25,h,a,d,,,,,0.4324,0.2805,0.2862,,
1822,2012,England A,Tottenham,Wigan,d,y,2.19,3.25,3.4,a,h,d,1.6,2.2,y,n,0.2908,0.2786,0.4326,0.5759,0.4241
1823,2008,England A,Portsmouth,Aston Villa,d,n,1.75,3.425,4.75,h,d,a,,,,,0.531,0.2704,0.1956,,
1824,2015,Brazil B,Bahia,Macae,d,n,2.55,2.62,3.1,a,h,d,1.79,1.9,y,n,0.3455,0.2931,0.3613,0.5142,0.4858
1825,2011,Brazil B,Vitoria,Parana,d,y,2.1,3.2,3.25,h,a,d,,,,,0.4355,0.2768,0.2838,,
1826,2006,Brazil A,Fortaleza,Flamengo RJ,d,n,1.67,3.5,4.33,h,d,a,,,,,0.5335,0.2561,0.207,,
1827,2010,Brazil A,Goias,Guarani,h,n,2.5,2.6,3.2,h,a,d,,,,,0.3711,0.2817,0.349,,
1828,2012,England A,Aston Villa,Manchester United,h,n,1.25,6.5,12.0,h,d,a,1.775,1.89,y,n,0.7706,0.1504,0.0787,0.5164,0.4836
1829,2007,Brazil B,Ituano,Ponte Preta,h,y,,,,,,,,,,,,,,,
1830,2015,Brazil B,Boa,Mogi Mirim,a,n,1.91,3.2,3.8,h,d,a,1.705,2.0,n,y,0.4718,0.2883,0.2394,0.4606,0.5394
1831,2006,Brazil A,Vasco,Goias,h,n,1.53,3.55,5.2,h,d,a,,,,,0.5793,0.2505,0.1704,,
1832,2008,England A,Blackburn,Bolton,d,n,2.35,3.0,3.2,h,a,d,,,,,0.4013,0.2905,0.3093,,
1833,2007,Brazil B,Remo,Avai,a,y,,,,,,,,,,,,,,,
1834,2010,Brazil A,Cruzeiro,Internacional,a,y,2.0,3.25,3.4,h,d,a,,,,,0.4528,0.2783,0.2664,,
1835,2006,Brazil A,Sao Paulo,Internacional,h,y,1.93,3.4,3.25,h,a,d,,,,,0.4636,0.2736,0.2632,,
1836,2011,Brazil B,Salgueiro,Ponte Preta,h,n,1.355,4.25,7.4,h,d,a,,,,,0.6672,0.212,0.1229,,
1837,2012,England A,Chelsea,Liverpool,d,y,2.11,3.45,3.4,h,a,d,1.55,2.225,y,n,0.4472,0.2763,0.2757,0.593,0.40700000000000003
1838,2008,England A,Sunderland,Fulham,d,n,2.25,3.2,3.25,h,a,d,,,,,0.4191,0.2895,0.2908,,
1839,2010,Brazil A,Gremio,Atletico GO,d,n,2.2,2.9,3.22,h,a,d,,,,,0.4144,0.2799,0.3072,,
1840,2006,Brazil A,Cruzeiro,Palmeiras,d,y,2.5,2.5,3.2,h,a,d,,,,,0.3611,0.2784,0.3563,,
1841,2007,Brazil B,Paulista,Barueri,h,y,,,,,,,,,,,,,,,
1842,2015,Brazil B,Ceara,Nautico,h,n,2.1,3.15,3.34,h,d,a,1.785,1.9,n,y,0.434,0.2918,0.272,0.4852,0.5148
1843,2011,Brazil B,Portuguesa,Sao Caetano,d,y,2.29,2.805,3.2,a,h,d,,,,,0.3205,0.2833,0.3947,,
1844,2008,England A,Wigan,Liverpool,h,y,1.4,4.225,8.5,h,d,a,,,,,0.6669,0.2188,0.1115,,
1845,2010,Brazil A,Santos,Botafogo RJ,d,y,2.38,2.75,3.25,h,a,d,,,,,0.3903,0.2822,0.3296,,
1846,2006,Brazil A,Corinthians,Parana,a,y,2.0,3.2,3.25,a,h,d,,,,,0.2784,0.2766,0.4444,,
1847,2011,Brazil B,Guarani,Vila Nova FC,d,n,2.1,3.02,3.25,h,a,d,,,,,0.4245,0.2772,0.29600000000000004,,
1848,2012,England A,Manchester City,Tottenham,h,y,2.65,2.75,3.25,a,h,d,1.66,2.1,y,n,0.3481,0.2928,0.3587,0.5585,0.4415
1849,2015,Brazil B,Botafogo RJ,Parana,a,y,2.15,3.1,3.2,a,d,h,1.77,1.91,n,y,0.2852,0.2903,0.4257,0.4795,0.5205
1850,2007,Brazil B,CRB,Ceara,h,y,,,,,,,,,,,,,,,
1851,2008,England A,West Brom,Manchester United,h,n,1.19,6.0,16.0,h,d,a,,,,,0.7866,0.154,0.0584,,
1852,2006,Brazil A,Atletico-PR,Santa Cruz,a,y,2.27,2.69,3.2,h,a,d,,,,,0.3914,0.2786,0.3331,,
1853,2011,Brazil B,Boa,Barueri,d,y,1.91,3.3,3.55,h,d,a,,,,,0.4689,0.2761,0.2544,,
1854,2010,Brazil A,Vitoria,Palmeiras,h,n,1.6,3.5,5.25,h,d,a,,,,,0.5694,0.2572,0.1717,,
1855,2012,England A,Arsenal,Fulham,a,n,1.55,4.15,6.0,a,d,h,1.695,2.04,y,n,0.1562,0.2283,0.6141,0.5455,0.4545
1856,2015,Brazil B,Santa Cruz,Paysandu PA,h,y,2.2,3.1,3.1,h,a,d,1.75,1.945,n,y,0.4133,0.2905,0.2927,0.473,0.527
1857,2011,Brazil B,Sport Recife,Criciuma,h,n,2.2,2.94,3.25,h,a,d,,,,,0.4159,0.2791,0.3073,,
1858,2006,Brazil A,Gremio,Botafogo RJ,d,y,1.8,3.25,4.0,h,d,a,,,,,0.499,0.2733,0.2255,,
1859,2015,Brazil B,Criciuma,Vitoria,h,y,1.91,3.3,3.62,h,d,a,1.82,1.84,y,n,0.4725,0.278,0.2489,0.5055,0.4945
1860,2007,Brazil B,Bahia,Ituano,h,y,,,,,,,,,,,,,,,
1861,2012,England A,Reading,Norwich,h,y,1.75,3.6,5.0,h,d,a,1.685,2.02,y,n,0.544,0.2606,0.1905,0.5467,0.4533
1862,2015,Brazil B,Macae,Luverdense,a,y,2.04,3.18,3.4,h,d,a,1.8,1.87,n,y,0.4477,0.2882,0.2658,0.4865,0.5135
1863,2007,Brazil B,Ponte Preta,Santo Andre,a,n,,,,,,,,,,,,,,,
1864,2012,England A,Stoke,QPR,a,n,2.15,3.21,3.6,h,d,a,1.815,1.905,n,y,0.4465,0.293,0.2603,0.4905,0.5095
1865,2015,Brazil B,Mogi Mirim,Oeste,d,n,2.5,2.65,3.1,a,h,d,1.8,1.87,y,n,0.3431,0.2911,0.3659,0.5138,0.4862
1866,2007,Brazil B,Criciuma,Betim,a,n,,,,,,,,,,,,,,,
1867,2012,England A,Everton,Sunderland,h,n,2.25,3.29,3.3,a,d,h,1.76,1.95,y,n,0.2885,0.2885,0.4205,0.5246,0.4754
1868,2015,Brazil B,Parana,Bahia,h,n,1.43,3.97,7.0,h,d,a,1.555,2.27,n,y,0.6376,0.2294,0.1297,0.405,0.595
1869,2007,Brazil B,Brasiliense,Coritiba,h,y,,,,,,,,,,,,,,,
1870,2012,England A,Southampton,Swansea,d,n,2.25,3.26,3.31,h,a,d,1.66,2.1,y,n,0.4243,0.2865,0.2912,0.5585,0.4415
1871,2015,Brazil B,Paysandu PA,Boa,a,n,2.05,3.2,3.4,h,d,a,1.785,1.905,n,y,0.4482,0.2876,0.2676,0.4811,0.5189
1872,2007,Brazil B,Sao Caetano,Santa Cruz,d,y,,,,,,,,,,,,,,,
1873,2012,England A,Newcastle,West Brom,d,y,2.31,3.1,3.3,h,a,d,1.595,2.2,y,n,0.4074,0.2856,0.3074,0.5789,0.4211
1874,2015,Brazil B,Vitoria,Botafogo RJ,h,n,1.5,3.85,5.9,h,d,a,1.735,1.955,n,y,0.6104,0.23600000000000002,0.1527,0.4715,0.5285
1875,2007,Brazil B,Fortaleza,Gama,h,y,,,,,,,,,,,,,,,
1876,2012,England A,Wigan,West Ham,h,n,2.35,3.03,3.35,h,a,d,1.61,2.175,y,n,0.4049,0.2854,0.3139,0.5746,0.4254
1877,2007,Brazil B,Marilia,Portuguesa,h,n,,,,,,,,,,,,,,,
1878,2015,Brazil B,America MG,Bragantino,a,n,2.38,2.88,3.1,a,h,d,1.815,1.85,y,n,0.3155,0.2957,0.3872,0.5034,0.4966
1879,2012,England A,Chelsea,Fulham,a,n,1.7,3.8,5.075,a,d,h,1.67,2.04,y,n,0.1867,0.2503,0.5632,0.557,0.44299999999999995
1880,2015,Brazil B,Atletico GO,Criciuma,h,n,1.75,3.4,4.3,h,d,a,1.74,1.97,n,y,0.5173,0.2687,0.2131,0.4686,0.5314
1881,2007,Brazil B,Santo Andre,Bahia,a,n,,,,,,,,,,,,,,,
1882,2008,England A,Chelsea,Middlesbrough,a,n,1.61,3.6,6.0,a,d,h,,,,,0.1562,0.2593,0.5848,,
1883,2012,England A,Wigan,Manchester City,h,n,1.28,5.7,11.0,h,d,a,1.87,1.83,n,y,0.7458,0.1675,0.0868,0.5054,0.4946
1884,2015,Brazil B,Nautico,Sampaio Correa,d,y,2.05,3.2,3.4,h,d,a,1.84,1.83,y,n,0.4437,0.2835,0.2675,0.5,0.5
1885,2006,Brazil A,Ponte Preta,Santos,h,y,1.4,3.9,7.0,h,d,a,,,,,0.6414,0.2301,0.1271,,
1886,2008,England A,Aston Villa,Chelsea,h,n,1.55,3.7,6.25,h,d,a,,,,,0.5996,0.2511,0.1467,,
1887,2011,Brazil B,Sao Caetano,Duque de Caxias,a,y,2.165,2.99,3.25,a,h,d,,,,,0.3022,0.2782,0.4204,,
1888,2007,Brazil B,Betim,CRB,d,n,,,,,,,,,,,,,,,
1889,2015,Brazil B,ABC,Santa Cruz,a,n,1.95,3.2,3.6,h,d,a,1.75,1.93,n,y,0.4705,0.2835,0.2472,0.4787,0.5213
1890,2006,Brazil A,Juventude,Sao Caetano,a,n,1.6,3.5,5.0,h,d,a,,,,,0.5606,0.2566,0.1794,,
1891,2011,Brazil B,Bragantino,Guarani,h,y,2.1,3.02,3.275,h,a,d,,,,,0.4274,0.2754,0.2977,,
1892,2012,England A,Manchester United,West Ham,d,y,1.71,3.65,5.05,a,d,h,1.67,2.1,y,n,0.188,0.2592,0.5512,0.5541,0.4459
1893,2007,Brazil B,Avai,Criciuma,h,y,,,,,,,,,,,,,,,
1894,2015,Brazil B,CRB,Ceara,d,y,1.36,4.4,7.25,h,d,a,1.7,2.0,n,y,0.6708,0.2036,0.1249,0.4638,0.5362
1895,2007,Brazil B,Santa Cruz,Marilia,h,n,,,,,,,,,,,,,,,
1896,2011,Brazil B,Parana,Icasa,h,y,1.95,3.3,3.4,h,d,a,,,,,0.46299999999999997,0.2715,0.2673,,
1897,2008,England A,Newcastle,Everton,d,y,1.75,3.45,4.645,h,d,a,,,,,0.5317,0.2686,0.201,,
1898,2006,Brazil A,Internacional,Atletico-PR,a,y,1.85,3.25,3.75,h,d,a,,,,,0.4854,0.27399999999999997,0.2395,,
1899,2012,England A,Everton,Arsenal,d,n,1.7,3.8,5.0,h,d,a,1.62,2.15,y,n,0.5633,0.2493,0.1864,0.5587,0.4413
1900,2012,England A,Sunderland,Newcastle,a,n,1.85,3.43,4.525,h,d,a,1.78,1.95,y,n,0.518,0.276,0.2085,0.527,0.473
1901,2006,Brazil A,Sao Paulo,Corinthians,a,y,2.35,2.62,3.175,h,a,d,,,,,0.38,0.2812,0.341,,
1902,2008,England A,Liverpool,Manchester City,a,y,2.2,3.2,3.3,a,d,h,,,,,0.2838,0.2913,0.4283,,
1903,2015,Brazil B,Luverdense,ABC,d,y,1.62,3.5,5.25,h,d,a,1.6,2.14,n,y,0.5654,0.2595,0.1746,0.4278,0.5722
1904,2012,England A,Manchester United,Stoke,a,n,1.57,3.81,6.44,a,d,h,1.8,1.9,n,y,0.1472,0.2483,0.6037,0.4863,0.5137
1905,2011,Brazil B,ABC,Nautico,h,n,1.53,3.66,6.0,h,d,a,,,,,0.5953,0.2497,0.1528,,
1906,2006,Brazil A,Juventude,Cruzeiro,h,n,1.44,3.725,6.0,h,d,a,,,,,0.6158,0.2414,0.1478,,
1907,2015,Brazil B,Bahia,CRB,a,n,2.15,3.19,3.2,a,h,d,1.8,1.9,y,n,0.2886,0.2853,0.4266,0.5094,0.4906
1908,2012,England A,Norwich,Arsenal,h,y,1.25,6.0,12.0,h,d,a,1.8,1.91,n,y,0.7652,0.1573,0.0779,0.4917,0.5083
1909,2006,Brazil A,Botafogo RJ,Flamengo RJ,h,n,2.4,2.6,3.2,h,a,d,,,,,0.3707,0.2805,0.3422,,
1910,2007,Brazil B,Paulista,Sao Caetano,h,n,,,,,,,,,,,,,,,
1911,2011,Brazil B,Goias,Portuguesa,h,n,1.45,3.95,6.15,h,d,a,,,,,0.6265,0.2301,0.1478,,
1912,2015,Brazil B,Santa Cruz,America MG,h,y,2.15,3.1,3.15,h,a,d,1.8,1.9,n,y,0.4207,0.2905,0.2915,0.4865,0.5135
1913,2012,England A,Fulham,Aston Villa,d,y,2.235,3.275,3.3,h,a,d,1.63,2.15,y,n,0.4245,0.2871,0.2884,0.5641,0.4359
1914,2006,Brazil A,Figueirense,Goias,h,y,1.575,3.4,5.325,h,d,a,,,,,0.5685,0.2637,0.1682,,
1915,2008,England A,Stoke,Portsmouth,h,y,1.66,3.45,5.5,h,d,a,,,,,0.5629,0.2707,0.1702,,
1916,2015,Brazil B,Botafogo RJ,Atletico GO,d,n,1.7,3.45,4.6,a,d,h,1.75,1.91,n,y,0.1986,0.2657,0.5378,0.4755,0.5245
1917,2012,England A,QPR,Everton,h,n,1.455,4.4,7.175,h,d,a,1.75,1.91,y,n,0.6501,0.2164,0.1312,0.527,0.473
1918,2006,Brazil A,Vasco,Gremio,a,y,1.73,3.29,4.2,h,d,a,,,,,0.5151,0.2717,0.2119,,
1919,2015,Brazil B,Sampaio Correa,Mogi Mirim,d,y,2.08,3.2,3.3,h,d,a,1.72,1.95,y,n,0.4421,0.2812,0.2753,0.5331,0.4669
1920,2008,England A,Hull City,Tottenham,a,n,1.65,3.6,5.5,h,d,a,,,,,0.5658,0.2611,0.1718,,
1921,2012,England A,Liverpool,Reading,d,n,1.44,4.545,7.225,a,d,h,1.62,2.1,y,n,0.131,0.2075,0.6659999999999999,0.5738,0.4262
1922,2015,Brazil B,Boa,Parana,d,y,1.6,3.46,5.5,h,d,a,1.55,2.29,n,y,0.5668,0.2656,0.1659,0.4057,0.5943
1923,2006,Brazil A,Palmeiras,Sao Caetano,h,n,1.9,3.25,3.65,h,d,a,,,,,0.475,0.2745,0.2473,,
1924,2008,England A,Bolton,West Ham,a,y,1.9,3.35,4.4,h,d,a,,,,,0.494,0.2853,0.2206,,
1925,2012,England A,West Ham,Southampton,d,y,1.765,3.7,4.64,h,d,a,1.65,2.1,y,n,0.5405,0.2585,0.203,0.5658,0.4342
1926,2015,Brazil B,Ceara,Paysandu PA,h,y,2.5,2.68,3.1,h,a,d,1.8,1.87,y,n,0.3676,0.2918,0.3405,0.5095,0.4905
1927,2006,Brazil A,Parana,Fluminense,h,y,1.5,3.525,5.9,h,d,a,,,,,0.5953,0.2533,0.1514,,
1928,2008,England A,Manchester United,Blackburn,a,n,1.55,3.6,6.5,a,d,h,,,,,0.1456,0.2572,0.5992,,
1929,2015,Brazil B,Bragantino,Vitoria,h,y,1.62,3.5,5.13,h,d,a,1.7,2.01,n,y,0.5612,0.26,0.1785,0.4577,0.5423
1930,2012,England A,Manchester City,Manchester United,a,y,2.4,3.0,3.275,h,a,d,1.6,2.2,y,n,0.3918,0.2917,0.3146,0.5789,0.4211
1931,2006,Brazil A,Ponte Preta,Santa Cruz,d,y,2.07,3.1,3.225,h,a,d,,,,,0.4311,0.2768,0.2878,,
1932,2008,England A,Arsenal,Sunderland,d,y,1.57,3.75,6.5,a,d,h,,,,,0.1455,0.2538,0.6023,,
1933,2007,Brazil B,Ceara,Fortaleza,h,n,,,,,,,,,,,,,,,
1934,2012,England A,Sunderland,Chelsea,h,y,1.265,5.525,11.325,h,d,a,1.8,1.9,n,y,0.7504,0.1691,0.0831,0.4865,0.5135
1935,2015,Brazil B,Oeste,Macae,h,y,1.8,3.4,4.04,h,d,a,1.855,1.805,y,n,0.5041,0.2688,0.2243,0.4932,0.5068
1936,2007,Brazil B,Portuguesa,Ituano,h,y,,,,,,,,,,,,,,,
1937,2008,England A,Fulham,West Brom,h,n,2.25,3.225,3.25,h,a,d,,,,,0.4184,0.2904,0.2919,,
1938,2011,Brazil B,Guaratingueta,Salgueiro,a,n,2.41,2.6,3.2,h,a,d,,,,,0.3711,0.2832,0.3472,,
1939,2006,Brazil A,Fortaleza,Santos,h,n,1.55,3.5,5.5,h,d,a,,,,,0.5798,0.2568,0.1634,,
1940,2015,Brazil B,Criciuma,Nautico,h,n,2.15,3.1,3.27,h,d,a,1.775,1.925,n,y,0.4264,0.2932,0.2808,0.4776,0.5224
1941,2007,Brazil B,Coritiba,Remo,a,y,,,,,,,,,,,,,,,
1942,2012,England A,West Ham,Liverpool,d,n,1.3,5.575,10.0,h,d,a,1.8,1.9,y,n,0.7334,0.1708,0.0956,0.5135,0.4865
1943,2008,England A,Middlesbrough,Wigan,a,n,1.95,3.3,4.05,h,d,a,,,,,0.4825,0.2842,0.2323,,
1944,2011,Brazil B,ASA,Vila Nova FC,d,y,1.9,3.3,3.75,h,d,a,,,,,0.4835,0.2723,0.2424,,
1945,2015,Brazil B,Atletico GO,Ceara,h,n,1.62,3.5,5.17,h,d,a,1.64,2.1,n,y,0.5672,0.2584,0.1744,0.4378,0.5622
1946,2006,Brazil A,Cruzeiro,Figueirense,a,n,2.2,2.8,3.2,h,a,d,,,,,0.4043,0.2785,0.3177,,
1947,2007,Brazil B,Gama,Brasiliense,d,n,,,,,,,,,,,,,,,
1948,2008,England A,Tottenham,Portsmouth,h,n,2.54,2.7,3.25,h,a,d,,,,,0.3697,0.2895,0.3516,,
1949,2006,Brazil A,Flamengo RJ,Internacional,h,n,1.775,3.325,3.875,h,d,a,,,,,0.502,0.2668,0.2299,,
1950,2011,Brazil B,Ponte Preta,Vitoria,h,n,1.91,3.4,3.595,h,d,a,,,,,0.4789,0.266,0.252,,
1951,2012,England A,Fulham,Newcastle,h,n,1.9,3.54,4.17,h,d,a,1.65,2.1,y,n,0.5056,0.2691,0.2255,0.56,0.44
1952,2015,Brazil B,America MG,Luverdense,h,n,2.55,2.61,3.03,h,a,d,1.825,1.85,n,y,0.3574,0.2988,0.3455,0.4952,0.5048
1953,2008,England A,Manchester City,Wigan,h,y,2.5,2.8,3.275,a,h,d,,,,,0.3346,0.2868,0.3748,,
1954,2007,Brazil B,Barueri,Ponte Preta,d,y,,,,,,,,,,,,,,,
1955,2015,Brazil B,Mogi Mirim,Bahia,h,y,1.5,3.75,6.0,h,d,a,1.63,2.1,n,y,0.6041,0.2433,0.1515,0.4364,0.5636
1956,2006,Brazil A,Goias,Juventude,d,y,1.85,3.3,3.65,h,d,a,,,,,0.4837,0.2712,0.2452,,
1957,2011,Brazil B,Barueri,ASA,d,y,1.95,3.3,3.5,h,d,a,,,,,0.4693,0.2746,0.2588,,
1958,2012,England A,Wigan,QPR,d,y,2.35,3.0,3.35,h,a,d,1.63,2.15,y,n,0.4047,0.2824,0.3125,0.5658,0.4342
1959,2007,Brazil B,Betim,Bahia,h,n,,,,,,,,,,,,,,,
1960,2008,England A,Hull City,Arsenal,a,y,1.17,6.1,17.0,h,d,a,,,,,0.7941,0.1522,0.0537,,
1961,2015,Brazil B,Nautico,Boa,a,n,2.15,3.06,3.3,h,d,a,1.76,1.905,n,y,0.4264,0.2961,0.2772,0.4797,0.5203
1962,2012,England A,Everton,Tottenham,d,y,2.17,3.25,3.5,h,d,a,1.85,1.85,n,y,0.4411,0.2908,0.2697,0.5,0.5
1963,2006,Brazil A,Santos,Palmeiras,a,y,2.52,2.45,3.125,h,a,d,,,,,0.3519,0.2852,0.36200000000000004,,
1964,2011,Brazil B,Criciuma,Boa,h,n,1.86,3.3,3.75,h,d,a,,,,,0.4839,0.2745,0.2403,,
1965,2015,Brazil B,CRB,Botafogo RJ,h,y,1.28,5.0,9.0,h,d,a,1.6,2.175,n,y,0.7120000000000001,0.1877,0.0991,0.4283,0.5717
1966,2007,Brazil B,Sao Caetano,Coritiba,a,n,,,,,,,,,,,,,,,
1967,2012,England A,Swansea,Norwich,d,y,2.53,2.81,3.24,h,a,d,1.73,2.0,y,n,0.3737,0.294,0.336,0.5376,0.4624
1968,2006,Brazil A,Gremio,Parana,h,y,2.2,2.8,3.2,h,a,d,,,,,0.4043,0.2805,0.3177,,
1969,2008,England A,Sunderland,Aston Villa,h,y,1.57,3.7,6.0,h,d,a,,,,,0.5931,0.2545,0.1541,,
1970,2015,Brazil B,Paysandu PA,Bragantino,h,n,2.2,3.2,3.14,h,d,a,1.825,1.86,n,y,0.4201,0.289,0.2932,0.4946,0.5054
1971,2011,Brazil B,Portuguesa,Bragantino,d,y,2.4,2.64,3.2,h,a,d,,,,,0.3748,0.2852,0.3407,,
1972,2007,Brazil B,Ituano,Gama,h,y,,,,,,,,,,,,,,,
1973,2006,Brazil A,Corinthians,Ponte Preta,h,y,2.225,2.75,3.15,a,h,d,,,,,0.322,0.2819,0.3984,,
1974,2008,England A,Liverpool,Everton,a,n,2.04,3.25,3.7,a,d,h,,,,,0.2507,0.2885,0.4548,,
1975,2012,England A,Southampton,Reading,a,n,2.11,3.45,3.5,a,h,d,1.62,2.2,y,n,0.2756,0.27399999999999997,0.4513,0.5789,0.4211
1976,2015,Brazil B,ABC,Criciuma,a,n,1.65,3.5,4.8,h,d,a,1.7,2.0,n,y,0.5498,0.257,0.1894,0.4638,0.5362
1977,2006,Brazil A,Fluminense,Vasco,d,y,2.4,2.6,3.15,a,h,d,,,,,0.3468,0.282,0.3757,,
1978,2007,Brazil B,Ceara,Portuguesa,a,y,,,,,,,,,,,,,,,
1979,2008,England A,West Ham,Fulham,a,y,2.29,3.125,3.25,h,a,d,,,,,0.4121,0.2859,0.2989,,
1980,2014,Brazil A,Atletico-MG,Botafogo RJ,d,n,1.83,3.5,3.9,a,d,h,1.75,1.945,y,n,0.2345,0.2646,0.5039,0.5266,0.4734
1981,2011,Brazil B,Salgueiro,Goias,a,n,1.44,4.0,6.325,h,d,a,,,,,0.628,0.2228,0.1438,,
