,m.res.1x2,m.res.bts,m.ss.ch.nm,m.ss.yi,m.ta,m.th,m.odds.f.1x2.f.c,m.odds.f.1x2.f.v.avg,m.odds.f.1x2.m.c,m.odds.f.1x2.m.v.avg,m.odds.f.1x2.u.c,m.odds.f.1x2.u.v.avg,m.odds.f.bts.f.c,m.odds.f.bts.f.v.avg,m.odds.f.bts.u.c,m.odds.f.bts.u.v.avg,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med
28015,h,y,France A,2010,St Etienne,Lens,h,2.4342,a,2.95,d,3.0583,,,,,0.3816,0.3031,0.3153
28016,h,n,France A,2010,Lorient,Lyon,h,1.4796,d,3.8967,a,7.1404,,,,,0.6291,0.2368,0.1289
28017,h,y,France A,2010,Valenciennes,Montpellier,h,2.0033,d,3.1246,a,3.9133,,,,,0.466,0.2995,0.2349
28018,a,n,France A,2010,Lille,Nice,a,1.8675,d,3.2979,h,4.2254,,,,,0.2199,0.2815,0.4966
28019,h,y,France A,2010,Sochaux,Paris SG,h,1.4754,d,3.9312,a,7.0762,,,,,0.6292,0.2363,0.1302
28020,h,n,France A,2010,Arles-Avignon,Rennes,h,1.3433,d,4.4758,a,9.4529,,,,,0.6897,0.2085,0.10300000000000001
28021,h,n,France A,2010,Nancy,Toulouse,h,1.9075,d,3.2146,a,4.1879,,,,,0.49,0.2909,0.2178
28022,d,n,France A,2010,Nice,Arles-Avignon,a,2.3317,d,3.0629,h,3.1325,,,,,0.2977,0.3033,0.3995
28023,d,y,France A,2010,Lens,Bordeaux,h,1.5917,d,3.5683,a,6.0492,,,,,0.5876,0.261,0.1521
28024,d,n,France A,2010,Marseille,Brest,a,2.0575,d,3.1267,h,3.7404,,,,,0.2458,0.2996,0.4556
28025,h,n,France A,2010,Rennes,Caen,a,2.4571,h,2.9558,d,3.0479,,,,,0.3116,0.3065,0.3793
28026,d,y,France A,2010,St Etienne,Lille,h,1.4487,d,4.0896,a,7.1352,,,,,0.6427,0.2264,0.1288
28027,d,y,France A,2010,Auxerre,Lyon,h,1.5342,d,3.7079,a,6.5879,,,,,0.6059,0.2511,0.1408
28028,h,y,France A,2010,Sochaux,Monaco,h,2.1438,d,3.085,a,3.5388,,,,,0.4349,0.3022,0.2581
28029,h,n,France A,2010,Paris SG,Nancy,a,2.0979,d,3.1492,h,3.555,,,,,0.2595,0.295,0.4426
28030,h,y,France A,2010,Toulouse,Valenciennes,h,2.325,d,2.9892,a,3.2363,,,,,0.3991,0.3113,0.287
28031,d,n,France A,2010,Montpellier,Lorient,h,2.0548,d,3.11,a,3.7539,,,,,0.4548,0.2998,0.2448
28032,d,y,France A,2010,Lyon,Marseille,h,2.1409,d,3.1736,a,3.4055,,,,,0.4355,0.2924,0.2716
28033,d,y,France A,2010,Bordeaux,Sochaux,h,2.523,a,2.8161,d,3.0857,,,,,0.3726,0.3007,0.3303
28034,d,y,France A,2010,Auxerre,Montpellier,h,2.0548,d,3.1213,a,3.7565,,,,,0.4507,0.2957,0.2491
28035,d,y,France A,2010,Brest,Nice,h,2.2774,d,3.0474,a,3.2639,,,,,0.4054,0.3051,0.2869
28036,d,y,France A,2010,Monaco,Paris SG,h,1.4952,d,3.8422,a,6.9126,,,,,0.6223,0.2428,0.1319
28037,h,n,France A,2010,Valenciennes,Rennes,h,1.7765,d,3.3643,a,4.6752,,,,,0.5239,0.2768,0.1969
28038,h,n,France A,2010,Arles-Avignon,St Etienne,h,1.3748,d,4.3043,a,8.7387,,,,,0.6784,0.2165,0.1035
28039,h,n,France A,2010,Lorient,Toulouse,h,2.1396,d,3.0717,a,3.5609,,,,,0.4349,0.3028,0.2607
28040,d,n,France A,2010,Rennes,Bordeaux,h,2.0029,d,3.14,a,3.8754,,,,,0.4652,0.2956,0.2423
28041,h,n,France A,2010,Toulouse,Lyon,h,1.5596,d,3.6412,a,6.3483,,,,,0.5981,0.257,0.1463
28042,a,n,France A,2010,St Etienne,Monaco,h,2.2837,d,3.0796,a,3.2096,,,,,0.4064,0.302,0.2887
28043,a,n,France A,2010,Lille,Arles-Avignon,a,1.4662,d,4.0038,h,7.0658,,,,,0.1323,0.2333,0.6396
28044,d,y,France A,2010,Marseille,Auxerre,a,2.1404,d,3.1183,h,3.5108,,,,,0.2688,0.2994,0.4353
28045,d,n,France A,2010,Montpellier,Brest,h,2.3629,d,3.0238,a,3.1054,,,,,0.3922,0.3073,0.2979
28046,d,n,France A,2010,Nice,Caen,h,2.0954,d,3.0921,a,3.6546,,,,,0.4437,0.3008,0.2567
28047,h,n,France A,2010,Lens,Lorient,h,1.9658,d,3.1771,a,3.9854,,,,,0.4706,0.294,0.2331
28048,h,n,France A,2010,Sochaux,Nancy,h,2.1358,d,3.1296,a,3.485,,,,,0.4347,0.2973,0.2661
28049,a,y,France A,2010,Paris SG,Valenciennes,a,2.2926,d,3.0839,h,3.1652,,,,,0.2917,0.3008,0.4056
28050,h,y,France A,2010,Lorient,Lille,h,1.5404,d,3.6946,a,6.4304,,,,,0.6021,0.249,0.1472
28051,h,n,France A,2010,Marseille,Nice,a,1.8743,d,3.3278,h,4.1139,,,,,0.2238,0.2786,0.4947
28052,h,y,France A,2010,Brest,Paris SG,h,1.5642,d,3.6929,a,6.0296,,,,,0.5944,0.2515,0.1543
28053,d,y,France A,2010,Bordeaux,St Etienne,h,2.4804,a,2.9229,d,3.0413,,,,,0.3749,0.3066,0.317
28054,d,y,France A,2010,Nancy,Arles-Avignon,a,2.1904,d,3.1246,h,3.3683,,,,,0.2773,0.298,0.4278
28055,d,y,France A,2010,Auxerre,Lens,h,2.4208,d,3.0242,a,3.0304,,,,,0.3856,0.3092,0.3089
28056,a,y,France A,2010,Lyon,Montpellier,a,2.4529,h,2.9567,d,3.0496,,,,,0.3156,0.3056,0.3796
28057,h,n,France A,2010,Monaco,Rennes,h,1.7908,d,3.3192,a,4.6796,,,,,0.5219,0.2811,0.2004
28058,h,y,France A,2010,Valenciennes,Sochaux,h,2.03,d,3.1596,a,3.7579,,,,,0.4574,0.2943,0.247
28059,h,n,France A,2010,Caen,Toulouse,h,1.7087,d,3.4192,a,5.0963,,,,,0.5471,0.2705,0.1831
28060,d,y,France A,2010,St Etienne,Valenciennes,h,2.2012,d,3.0792,a,3.3808,,,,,0.4228,0.3017,0.2745
28061,d,n,France A,2010,Rennes,Marseille,h,1.547,d,3.7652,a,6.2296,,,,,0.6019,0.2467,0.1479
28062,h,y,France A,2010,Lens,Brest,h,2.0942,d,3.0321,a,3.7371,,,,,0.4482,0.3062,0.2471
28063,a,y,France A,2010,Toulouse,Auxerre,h,1.9975,d,3.1233,a,3.9475,,,,,0.4668,0.3001,0.2331
28064,a,n,France A,2010,Sochaux,Caen,h,2.1575,d,3.0942,a,3.48,,,,,0.4333,0.3008,0.2675
28065,d,y,France A,2010,Paris SG,Lyon,h,2.0178,d,3.18,a,3.793,,,,,0.4656,0.2941,0.2448
28066,d,y,France A,2010,Lille,Bordeaux,h,2.5109,a,2.8665,d,3.0561,,,,,0.3673,0.3052,0.3241
28067,h,n,France A,2010,Rennes,Lorient,h,2.4167,d,3.0167,a,3.0475,,,,,0.3885,0.3093,0.3008
28068,h,n,France A,2010,Montpellier,Marseille,h,1.6257,d,3.4930000000000003,a,5.8391,,,,,0.5726,0.2661,0.1579
28069,d,y,France A,2010,Nice,Monaco,h,2.0988,d,3.0658,a,3.6892,,,,,0.4436,0.3049,0.2514
28070,d,y,France A,2010,St Etienne,Nancy,h,2.2363,d,3.0767,a,3.3217,,,,,0.415,0.3029,0.2816
28071,h,n,France A,2010,Arles-Avignon,Valenciennes,h,1.5158,d,3.7363,a,6.7771,,,,,0.6184,0.2484,0.135
28072,a,y,France A,2010,Bordeaux,Arles-Avignon,a,1.7061,d,3.4387,h,5.0496,,,,,0.183,0.2697,0.5479
28073,a,y,France A,2010,Lyon,Lens,a,2.3557,d,3.0404,h,3.1191,,,,,0.3008,0.3079,0.3962
28074,h,y,France A,2010,Monaco,Lille,h,1.5091,d,3.8078,a,6.7178,,,,,0.6208,0.2453,0.1371
28075,h,n,France A,2010,Valenciennes,Nancy,h,2.1322,d,3.0713,a,3.5874,,,,,0.4334,0.3029,0.2581
28076,a,n,France A,2010,Montpellier,Nice,h,2.7235,a,2.7252,d,2.9404,,,,,0.3385,0.3176,0.3446
28077,h,y,France A,2010,Caen,Paris SG,h,1.4835,d,3.9287,a,6.9317,,,,,0.6292,0.23600000000000002,0.1348
28078,h,y,France A,2010,Brest,Rennes,h,1.8217,d,3.2591,a,4.5848,,,,,0.5154,0.2839,0.1998
28079,h,n,France A,2010,Lorient,Sochaux,h,2.367,d,3.0478,a,3.0861,,,,,0.3885,0.3057,0.3028
28080,d,y,France A,2010,Auxerre,St Etienne,h,2.2578,d,3.0209,a,3.3309,,,,,0.4123,0.3093,0.278
28081,a,n,France A,2010,Marseille,Toulouse,a,2.3909,d,3.0157,h,3.0891,,,,,0.3021,0.3098,0.3893
28082,h,y,France A,2010,Rennes,Auxerre,h,2.347,d,3.0217,a,3.157,,,,,0.3959,0.3084,0.2941
28083,d,y,France A,2010,Paris SG,Lorient,h,2.5883,a,2.7974,d,3.0413,,,,,0.3614,0.3067,0.3362
28084,h,n,France A,2010,Nice,Lyon,h,1.383,d,4.2665,a,8.5961,,,,,0.6716,0.2185,0.1071
28085,h,y,France A,2010,Nancy,Bordeaux,h,1.6787,d,3.5383,a,5.0969999999999995,,,,,0.5551,0.2625,0.1793
28086,d,y,France A,2010,Sochaux,Brest,h,1.9539,d,3.1943,a,4.0165,,,,,0.4776,0.2906,0.2303
28087,a,y,France A,2010,Lille,Caen,a,2.1339,d,3.1787,h,3.4474,,,,,0.2688,0.2913,0.4365
28088,d,y,France A,2010,Lens,Marseille,h,1.4,d,4.1987,a,8.2865,,,,,0.6667,0.2193,0.1105
28089,d,n,France A,2010,Arles-Avignon,Monaco,h,1.5287,d,3.7104,a,6.6604,,,,,0.6096,0.2513,0.1401
28090,h,n,France A,2010,Toulouse,Montpellier,h,2.1609,d,3.0669999999999997,a,3.497,,,,,0.43200000000000005,0.3038,0.2663
28091,h,n,France A,2010,Montpellier,Lens,h,2.4096,a,3.0309,d,3.0313,,,,,0.3885,0.3057,0.3057
28092,h,y,France A,2010,Brest,Lille,h,1.6304,d,3.5561,a,5.587000000000001,,,,,0.5726,0.2615,0.1651
28093,a,n,France A,2010,Monaco,Nancy,h,2.0774,d,3.1174,a,3.6848,,,,,0.4444,0.2987,0.2534
28094,h,n,France A,2010,Toulouse,Nice,h,2.6926,a,2.7448,d,2.9687,,,,,0.3452,0.3123,0.3404
28095,h,y,France A,2010,Marseille,Paris SG,h,2.417,a,2.9617,d,3.0765,,,,,0.3806,0.3028,0.3153
28096,h,y,France A,2010,Caen,Arles-Avignon,a,2.2896,d,3.0657,h,3.2139,,,,,0.2895,0.3037,0.4076
28097,d,y,France A,2010,Valenciennes,Bordeaux,h,1.8357,d,3.2461,a,4.5543,,,,,0.507,0.2876,0.2028
28098,d,y,France A,2010,Lyon,Rennes,h,2.6422,a,2.7278,d,3.033,,,,,0.3521,0.3065,0.3406
28099,d,y,France A,2010,Auxerre,Sochaux,h,2.3039,d,3.0317,a,3.2404,,,,,0.40700000000000003,0.3066,0.2863
28100,a,y,France A,2010,Lorient,St Etienne,h,2.0048,d,3.1691,a,3.8861,,,,,0.4717,0.2924,0.2388
28101,d,y,France A,2010,Bordeaux,Monaco,h,2.6542,a,2.7496,d,2.9896,,,,,0.3522,0.3102,0.3369
28102,d,y,France A,2010,Paris SG,Montpellier,h,2.6313,a,2.7969999999999997,d,2.9848,,,,,0.3578,0.3101,0.3322
28103,d,y,France A,2010,Lille,Valenciennes,a,2.3521,d,3.0437,h,3.1437,,,,,0.2932,0.3065,0.3972
28104,h,n,France A,2010,Nice,Auxerre,h,1.83,d,3.2571,a,4.6092,,,,,0.5115,0.2864,0.1969
28105,h,n,France A,2010,St Etienne,Brest,h,2.3337,d,3.0246,a,3.2071,,,,,0.4054,0.3093,0.2893
28106,a,y,France A,2010,Nancy,Caen,h,2.1167,d,3.0958,a,3.6071,,,,,0.441,0.3007,0.2579
28107,h,n,France A,2010,Arles-Avignon,Lorient,h,1.4658,d,3.9562,a,7.3121,,,,,0.6388,0.2369,0.1263
28108,h,y,France A,2010,Sochaux,Lyon,h,1.4517,d,4.0229,a,7.4304,,,,,0.643,0.2331,0.1239
28109,d,y,France A,2010,Lens,Toulouse,h,1.7675,d,3.3292,a,4.8479,,,,,0.5318,0.282,0.1878
28110,d,y,France A,2010,Lyon,Arles-Avignon,a,1.445,d,4.0338,h,7.6521,,,,,0.1205,0.2322,0.6449
28111,a,y,France A,2010,Marseille,Lille,h,2.2912,d,3.0829,a,3.1996,,,,,0.4086,0.3017,0.2938
28112,a,y,France A,2010,Auxerre,Paris SG,h,1.6887,d,3.4404,a,5.2817,,,,,0.5538,0.2695,0.1747
28113,a,n,France A,2010,Brest,Bordeaux,h,1.6354,d,3.4708,a,5.8096,,,,,0.5693,0.2684,0.161
28114,h,n,France A,2010,Nice,Lens,h,2.0079,d,3.1629,a,3.9138,,,,,0.4681,0.2941,0.2365
28115,a,n,France A,2010,Valenciennes,Monaco,h,2.0413,d,3.0942,a,3.8558,,,,,0.4601,0.3015,0.2407
28116,h,n,France A,2010,Lorient,Nancy,h,2.1933,d,3.09,a,3.4321,,,,,0.424,0.3028,0.2742
28117,a,n,France A,2010,Montpellier,Rennes,h,1.8412,d,3.2417,a,4.5354,,,,,0.5087,0.2866,0.205
28118,a,y,France A,2010,Toulouse,Sochaux,h,2.3392,d,3.0608,a,3.1354,,,,,0.3971,0.3035,0.2969
28119,d,y,France A,2010,Caen,St Etienne,h,1.8704,d,3.2513,a,4.35,,,,,0.4997,0.2864,0.2103
28120,d,n,France A,2010,Rennes,Lens,a,2.42,h,2.9979,d,3.0604,,,,,0.312,0.303,0.3874
28121,h,y,France A,2010,Valenciennes,Lorient,h,2.045,d,3.1079,a,3.8163,,,,,0.4555,0.3003,0.2447
28122,h,y,France A,2010,Lille,Lyon,h,2.0779,d,3.1458,a,3.6475,,,,,0.4483,0.2953,0.2538
28123,h,y,France A,2010,St Etienne,Nice,a,2.6291,h,2.76,d,3.017,,,,,0.3392,0.3094,0.353
28124,a,n,France A,2010,Bordeaux,Auxerre,h,2.5429,a,2.9042,d,2.9867,,,,,0.3689,0.3125,0.321
28125,d,n,France A,2010,Arles-Avignon,Brest,h,1.5179,d,3.695,a,6.9813,,,,,0.6141,0.2509,0.1321
28126,d,n,France A,2010,Monaco,Caen,h,2.1096,d,3.1325,a,3.575,,,,,0.4459,0.2952,0.258
28127,h,n,France A,2010,Nancy,Marseille,h,1.4175,d,4.1625,a,7.8983,,,,,0.6539,0.2268,0.11800000000000001
28128,h,n,France A,2010,Sochaux,Montpellier,h,2.025,d,3.1667,a,3.7917,,,,,0.4641,0.2941,0.2422
28129,a,n,France A,2010,Paris SG,Toulouse,a,2.675,h,2.7304,d,2.9996,,,,,0.3417,0.3103,0.3491
28130,h,y,France A,2010,Montpellier,Lille,h,1.6879,d,3.4429,a,5.2346,,,,,0.5506,0.2694,0.1758
28131,d,n,France A,2010,Nice,Paris SG,h,1.5625,d,3.6842,a,6.1163,,,,,0.5954,0.2549,0.1486
28132,h,y,France A,2010,Toulouse,Rennes,h,2.0837,d,3.0617,a,3.7487,,,,,0.4439,0.3037,0.2487
28133,a,n,France A,2010,Auxerre,Arles-Avignon,a,2.2025,d,3.0783,h,3.4012,,,,,0.2746,0.3013,0.42200000000000004
28134,h,n,France A,2010,Lorient,Bordeaux,h,1.7738,d,3.3375,a,4.7392,,,,,0.5221,0.2793,0.1982
28135,a,n,France A,2010,Brest,Monaco,h,1.9879,d,3.14,a,3.9758,,,,,0.4651,0.2963,0.2342
28136,a,y,France A,2010,Lyon,Nancy,a,2.1342,d,3.1575,h,3.4792,,,,,0.2689,0.2943,0.4345
28137,h,n,France A,2010,Lens,Sochaux,h,2.0367,d,3.1496,a,3.7475,,,,,0.4554,0.2956,0.2471
28138,d,y,France A,2010,Marseille,St Etienne,a,2.4417,h,2.8975,d,3.1142,,,,,0.3207,0.2979,0.3819
28139,h,y,France A,2010,Caen,Valenciennes,h,2.33,d,3.0179,a,3.1925,,,,,0.4024,0.3077,0.2933
28140,h,n,France A,2010,Valenciennes,Brest,h,2.2408,d,3.0121,a,3.4008,,,,,0.4138,0.3101,0.2754
28141,h,y,France A,2014,Montpellier,Bordeaux,h,1.8372,d,3.5796,a,4.2236,y,1.6938,n,2.0423,0.5141,0.2626,0.22399999999999998
28142,a,n,France A,2010,Paris SG,Lens,a,2.4154,h,2.9987,d,3.0658,,,,,0.3077,0.303,0.3885
28143,d,y,France A,2010,Lille,Toulouse,a,2.6604,h,2.7508,d,3.0017,,,,,0.3382,0.3103,0.3522
28144,h,y,France A,2014,Evian TG,Caen,h,1.5992,d,4.122,a,5.2464,y,1.6669,n,2.0931,0.5948,0.2265,0.1811
28145,d,y,France A,2010,Nancy,Auxerre,h,2.195,d,3.0375,a,3.4738,,,,,0.4278,0.3095,0.2666
28146,h,n,France A,2014,Nantes,Lens,a,2.2504,h,3.2072,d,3.2896,y,1.7415,n,1.9731,0.294,0.2872,0.4175
28147,d,n,France A,2010,Bordeaux,Caen,a,2.6204,h,2.7692,d,3.0117,,,,,0.3358,0.3102,0.3585
28148,a,n,France A,2014,Monaco,Lorient,a,1.5516,d,4.0532,h,5.916,y,1.8315,n,1.8731,0.1587,0.23199999999999998,0.6064
28149,h,y,France A,2010,Monaco,Lorient,h,2.1913,d,3.0604,a,3.4483,,,,,0.4239,0.3036,0.2703
28150,h,n,France A,2014,Bastia,Marseille,h,1.2016,d,6.768,a,12.404000000000002,n,1.8208,y,1.8808,0.7873,0.1365,0.073
28151,a,n,France A,2010,St Etienne,Lyon,h,1.8267,d,3.2721,a,4.5404,,,,,0.5078,0.2842,0.2067
28152,a,y,France A,2014,Lille,Metz,a,2.3044,h,3.082,d,3.302,y,1.65,n,2.1115,0.3042,0.2858,0.4103
28153,h,y,France A,2010,Sochaux,Marseille,h,1.4196,d,4.1929,a,7.7537,,,,,0.6596,0.2226,0.1207
28154,h,y,France A,2014,Reims,Paris SG,h,1.1348,d,8.4984,a,16.4644,n,1.8438,y,1.86,0.8294,0.1121,0.0569
28155,h,y,France A,2010,Arles-Avignon,Montpellier,h,1.4952,d,3.7878,a,7.1952,,,,,0.625,0.2472,0.127
28156,a,n,France A,2014,Lyon,Rennes,a,2.4024,h,2.8852,d,3.3524,y,1.5646,n,2.2677,0.3305,0.2816,0.3925
28157,a,y,France A,2010,Rennes,Nice,a,2.6925,h,2.725,d,2.9838,,,,,0.3447,0.3103,0.3434
28158,h,y,France A,2014,Guingamp,St Etienne,h,1.2736,d,5.4516,a,11.0768,n,1.5177,y,2.3738,0.7427,0.1726,0.0861
28159,h,n,France A,2010,Lyon,Bordeaux,h,2.6292,a,2.7487,d,3.0463,,,,,0.3569,0.3068,0.3367
28160,a,y,France A,2014,Nice,Toulouse,h,1.7588,d,3.7556,a,4.4376,y,1.6431,n,2.12,0.5418,0.2467,0.2093
28161,h,n,France A,2010,Auxerre,Lille,h,1.7871,d,3.3171,a,4.7179,,,,,0.5196,0.2804,0.1982
28162,d,y,France A,2014,Caen,Bastia,h,2.3448,a,3.0968,d,3.1988,y,1.7746,n,1.9385,0.3987,0.2941,0.3042
28163,d,n,France A,2010,Rennes,Paris SG,h,1.9396,d,3.2921,a,3.9592,,,,,0.4808,0.2835,0.2353
28164,a,y,France A,2014,St Etienne,Evian TG,a,1.8068,d,3.5744,h,4.4244,n,1.7864,y,1.9207,0.2109,0.2656,0.5224
28165,a,n,France A,2010,Marseille,Arles-Avignon,a,1.5375,d,3.8417,h,6.0837,,,,,0.1502,0.2448,0.6054
28166,h,y,France A,2014,Toulouse,Guingamp,a,2.5948,h,2.8012,d,3.1592,y,1.8338,n,1.8608,0.3315,0.2992,0.3705
28167,a,n,France A,2010,Caen,Lorient,h,2.0938,d,3.1379,a,3.6092,,,,,0.4447,0.2976,0.2554
28168,a,n,France A,2014,Marseille,Lille,a,2.1564,h,3.3656,d,3.3804,y,1.6664,n,2.0807,0.2815,0.2778,0.4398
28169,d,n,France A,2010,Toulouse,Monaco,h,2.2988,d,3.0358,a,3.2363,,,,,0.4056,0.3085,0.2853
28170,a,n,France A,2010,Brest,Nancy,h,2.0217,d,3.1592,a,3.83,,,,,0.4661,0.2941,0.2389
28171,d,y,France A,2014,Bordeaux,Lyon,h,1.7288,d,3.7104,a,4.7032,y,1.7236,n,1.9907,0.5421,0.2526,0.2004
28172,h,n,France A,2010,Nice,Sochaux,h,2.1667,d,3.0996,a,3.4488,,,,,0.4327,0.3001,0.2675
28173,h,n,France A,2014,Metz,Monaco,h,1.1768,d,6.6636,a,17.2572,n,1.4015,y,2.7438,0.8009,0.1379,0.0577
28174,h,n,France A,2010,Montpellier,St Etienne,h,2.1163,d,3.1192,a,3.5617,,,,,0.4369,0.2998,0.2606
28175,a,y,France A,2014,Paris SG,Montpellier,a,1.5496,d,4.0308,h,6.0648,y,1.7657,n,1.9507,0.159,0.23399999999999999,0.6086
28176,d,y,France A,2010,Lens,Valenciennes,h,2.1167,d,3.1354,a,3.5225,,,,,0.4402,0.2961,0.2635
28177,d,y,France A,2014,Lorient,Nantes,a,2.5733,h,2.8721,d,3.0858,n,1.7508,y,1.9667,0.3234,0.3042,0.3692
28178,d,n,France A,2010,Lorient,Brest,h,2.4825,a,2.9179,d,3.0488,,,,,0.3749,0.306,0.3188
28179,h,y,France A,2014,Lens,Nice,h,1.5108,d,4.0884,a,6.4716,y,1.8346,n,1.8792,0.6251,0.2317,0.1463
28180,d,y,France A,2010,Monaco,Marseille,h,1.6413,d,3.5221,a,5.5921,,,,,0.5662,0.266,0.1678
28181,h,n,France A,2014,Rennes,Reims,h,2.0316,d,3.3339999999999996,a,3.7196,y,1.7785,n,1.9377,0.4623,0.2833,0.2541
28182,h,y,France A,2010,Bordeaux,Nice,a,2.4104,h,3.0271,d,3.0513,,,,,0.309,0.3071,0.3858
28183,a,n,France A,2014,Montpellier,Lens,a,1.9072,d,3.4428,h,4.0748,y,1.7907,n,1.9107,0.2318,0.2722,0.4943
28184,d,y,France A,2010,Caen,Auxerre,h,1.99,d,3.1688,a,3.9325,,,,,0.4706,0.2946,0.2355
28185,h,y,France A,2014,Monaco,Marseille,h,2.3268,a,3.1596,d,3.2064,y,1.7243,n,2.0021,0.4059,0.2949,0.2975
28186,a,y,France A,2010,Lille,Lens,a,2.3512,d,3.0554,h,3.1296,,,,,0.2966,0.3046,0.3973
28187,h,n,France A,2014,Nice,St Etienne,h,1.5919999999999999,d,3.7568,a,6.0728,n,1.6964,y,2.0343,0.5925,0.2496,0.1558
28188,h,y,France A,2014,Nantes,Bordeaux,h,1.5468,d,3.7544,a,6.8136,n,1.5586,y,2.2793,0.6138,0.25,0.1359
28189,d,y,France A,2010,Valenciennes,Lyon,h,1.5012,d,3.8292,a,6.8775,,,,,0.6215,0.2439,0.1335
28190,h,n,France A,2014,Lyon,Caen,a,1.7532,d,3.7268,h,4.5412,y,1.6121,n,2.1643,0.2083,0.2516,0.5418
28191,a,y,France A,2010,Nancy,Montpellier,h,1.8079,d,3.2871,a,4.6629,,,,,0.5172,0.2834,0.2038
28192,a,y,France A,2014,Reims,Evian TG,h,2.2856,d,3.1748,a,3.2364,y,1.81,n,1.9015,0.4102,0.2956,0.2921
28193,h,n,France A,2010,Arles-Avignon,Paris SG,h,1.3892,d,4.2567,a,8.4658,,,,,0.6704,0.2187,0.1108
28194,a,n,France A,2014,Lorient,Metz,h,2.5964,a,2.7336,d,3.2288,y,1.7614,n,1.9514,0.3619,0.2908,0.3452
28195,h,y,France A,2010,Sochaux,Rennes,h,1.6708,d,3.4671,a,5.3858,,,,,0.5563,0.2689,0.1758
28196,a,n,France A,2014,Bastia,Rennes,h,1.9656,d,3.2836,a,4.056,n,1.7829,y,1.9193,0.4821,0.2873,0.2302
28197,a,n,France A,2010,St Etienne,Toulouse,h,1.8692,d,3.2025,a,4.4612,,,,,0.5048,0.2868,0.2083
28198,h,y,France A,2014,Lille,Toulouse,h,2.5272,a,2.9084,d,3.1076,n,1.7721,y,1.9329,0.3726,0.3027,0.3231
28199,d,y,France A,2010,Marseille,Bordeaux,h,2.5112,a,2.8712,d,3.0442,,,,,0.3726,0.3059,0.3238
28200,h,n,France A,2014,Guingamp,Paris SG,h,1.1232,d,8.7088,a,20.4996,n,1.5371,y,2.3321,0.846,0.1077,0.0466
28201,d,y,France A,2010,Nice,Lille,h,1.5146,d,3.7483,a,6.8108,,,,,0.614,0.2493,0.1376
28202,h,y,France A,2014,Lens,Lille,h,1.4676,d,4.0444,a,7.577999999999999,n,1.5386,y,2.3229,0.6443,0.2328,0.1239
28203,h,n,France A,2010,Auxerre,Monaco,h,2.3171,d,3.02,a,3.2017,,,,,0.4038,0.306,0.287
28204,h,y,France A,2014,Toulouse,Monaco,h,1.474,d,4.0676,a,7.3908,n,1.5836,y,2.2293,0.6364,0.235,0.127
28205,h,y,France A,2010,Paris SG,Sochaux,a,2.2929,d,3.0762,h,3.1796,,,,,0.2948,0.301,0.4056
28206,a,n,France A,2014,Paris SG,Nantes,a,1.3068,d,5.0804,h,10.3648,n,1.5357,y,2.3157,0.0906,0.1851,0.7238
28207,a,n,France A,2010,Rennes,Arles-Avignon,a,2.1192,d,3.1296,h,3.5117,,,,,0.2659,0.2968,0.4368
28208,h,n,France A,2014,St Etienne,Bastia,a,2.3876,d,3.0868,h,3.1584,n,1.6964,y,2.035,0.2973,0.3067,0.3924
28209,h,n,France A,2014,Reims,Guingamp,h,2.0328,d,3.4188,a,3.6268,y,1.7336,n,1.9821,0.4629,0.2739,0.2615
28210,a,n,France A,2010,Brest,Caen,h,1.9142,d,3.1738,a,4.2087,,,,,0.49,0.2925,0.2185
28211,d,n,France A,2014,Bordeaux,Lorient,h,2.522,a,2.8656,d,3.1632,y,1.7808,n,1.9262,0.375,0.2975,0.3306
28212,h,n,France A,2010,Lyon,Lorient,a,2.2017,d,3.1108,h,3.3421,,,,,0.2774,0.2981,0.4197
28213,h,n,France A,2014,Evian TG,Lyon,h,1.278,d,5.5360000000000005,a,10.8368,n,1.7477,y,1.9785,0.7439,0.1733,0.086
28214,a,n,France A,2010,Toulouse,Nancy,h,2.4496,d,3.005,a,3.0096,,,,,0.3797,0.3097,0.3102
28215,d,n,France A,2014,Rennes,Montpellier,h,1.8776,d,3.41,a,4.276,n,1.7892,y,1.9231,0.5072,0.2761,0.21600000000000003
28216,h,y,France A,2010,Lens,St Etienne,h,2.0208,d,3.1538,a,3.8233,,,,,0.4645,0.2956,0.2388
28217,d,y,France A,2014,Caen,Nice,h,1.8704,d,3.342,a,4.4719999999999995,y,1.8421,n,1.8557,0.5113,0.2846,0.2103
28218,a,n,France A,2010,Montpellier,Valenciennes,h,2.2425,d,3.0454,a,3.3508,,,,,0.4172,0.3062,0.2773
28219,a,n,France A,2014,Marseille,Metz,a,1.7316,d,3.7556,h,4.6452,y,1.6429,n,2.1171,0.2018,0.2503,0.5503
28220,d,n,France A,2010,Caen,Montpellier,h,2.1,d,3.0779,a,3.6525,,,,,0.4439,0.3012,0.255
28221,h,y,France A,2014,Metz,Paris SG,h,1.1404,d,8.2384,a,17.002,n,1.5857,y,2.2179,0.8274,0.1155,0.055999999999999994
28222,a,n,France A,2014,Monaco,Lens,a,1.6636,d,3.57,h,5.6304,n,1.6943,y,2.0357,0.1668,0.2651,0.5658
28223,a,y,France A,2010,Bordeaux,Paris SG,h,2.105,d,3.1442,a,3.5592,,,,,0.4434,0.2968,0.2592
